,BME280_Humidity,BME280_Pressure,BME280_Temp,Intensity,Spinach_Area,Potato_Area
0,1,0.730474542758356,0.984614379511972,1,0.307990377390882,0.102821708284368
1,0.971794404447279,0.704399406821648,0.983765067128345,0.980042902014863,0.2577905009063,0.086407615360785
2,0.944636835869862,0.676717745921925,0.982948420605626,0.966444495518272,0.463711214709482,0.272175411376444
3,0.921079012120659,0.648541769649118,0.980596478620195,0.941162951045737,0.454003883824162,0.274868848555606
4,0.900118472614598,0.622960949085564,0.975859928788424,0.914349191756684,0.457515378115476,0.286057366115434
5,0.8808894559373,0.600593178448038,0.970110737268482,0.886309660614418,0.399973691661818,0.267144418926773
6,0.854050852091498,0.587617399901284,0.97520661157025,0.908986439898874,0.342403021445755,0.252415004390917
7,0.826711017953157,0.57352941176488,0.979910495541112,0.924385198804872,0.292156325037289,0.229968841130732
8,0.7980041921079,0.558947108255253,0.984843040538336,0.937102581781966,0.209677455314842,0.198868858796812
9,0.768613870409187,0.543499752842447,0.990167575866464,0.948670803646671,0.129791517567504,0.154783027249289
10,0.737902123393786,0.529658922392726,0.996014764969132,0.961349881253352,0.060025371939705,0.11636058262221
11,0.721498222910783,0.513717251606836,0.992258190964625,0.930054393625986,0.065073005638457,0.092611225897962
12,0.705413287159392,0.499876421156975,0.988436285238299,0.909675936566307,0.022194873441287,0.051953638060418
13,0.69142440535861,0.487271379140104,0.984483716068338,0.8924768252509,0.031509808774054,0.050535231028806
14,0.67862024970382,0.473677706376925,0.980661810342013,0.875890599862101,0.114751174399757,0.480947516379529
15,0.667547616877794,0.460949085516854,0.976872570476596,0.852486018539799,0.020119190149088,0.160848381505406
16,0.656474984051767,0.450568462679493,0.973965308855716,0.832835363517965,0.00687584025042,0.069450738518968
17,0.626856830401897,0.456500247157975,0.984679711233791,0.869800045966444,0.015669067859906,0.145775886568402
18,0.598651234849177,0.460701927830241,0.995688106360044,0.892208687658009,0,0.024883570289237
19,0.577964093684502,0.46169055857662,0.998236043510927,0.888110013023826,0.025594891723352,0.134454233330517
20,0.558233846714666,0.46515076618905,0.999706007251821,0.885083888761204,0.067697150896156,0.547156913198098
21,0.54100975120751,0.469846762234612,0.999575343808185,0.877422814678618,0.131423526342896,0.719818525829602
22,0.523375558188282,0.476890756302813,1,0.869838351336857,0.106713754132973,0.078107117894203
23,0.515993802970929,0.461443400890078,0.988305621794663,0.807323986822953,0.117232630365619,0.081650575171732
24,0.511801695069716,0.449950568462997,0.975565936040244,0.757412089174902,0.115852557371128,0.06894635912325
25,0.506926091315045,0.465768660405686,0.967824127004867,0.73948517582165,0.078414454425263,0.084433622903433
26,0.504328807071904,0.476149283243117,0.95929833730768,0.7117903930131,0.187250711774319,0.14567859511136
27,0.503326346486834,0.486653484923749,0.950968542775945,0.689918026507316,0.08572505111175,0.122510426827863
28,0.504784470974209,0.501977261493214,0.941789435860581,0.666896498889144,0.158329375935005,0.203190647730677
29,0.507928551900119,0.51754819574915,0.931042367621598,0.642687504788171,0.082701821740943,0.104969801243794
30,0.511437163947874,0.533119130005226,0.920556626269885,0.620125641614955,0.075045649425787,0.161980034768894
31,0.516495033263466,0.547825012358195,0.908666252899095,0.602237033632115,0.0465947423455,0.082444268637075
32,0.521871867310672,0.561171527434762,0.897494528468298,0.581513828238719,0.095011002682113,0.158963999600593
33,0.527157568577419,0.576742461690839,0.886682128507497,0.560982149697387,0.066096355403354,0.140511906682131
34,0.532625535405086,0.592066238260233,0.875902394407605,0.539301310043668,0.514642373814731,0.266184305863859
35,0.546523284425407,0.596144340089229,0.855257570313266,0.482188002757987,0.563477783946117,0.265362449082004
36,0.534584890184999,0.597503707365561,0.856172214418712,0.513598406496591,0.409458070528642,0.245205195363806
37,0.522099699261824,0.596144340089229,0.858164831934146,0.529456829847545,0.515815101432021,0.288103047014816
38,0.509477809167956,0.592931290163271,0.860680103224121,0.542940320232897,0.317115803507927,0.237731675282081
39,0.498587441902852,0.591201186357055,0.861431418025022,0.553282770244388,0.490900213365082,0.305574544458355
40,0.489246331905585,0.588976767177616,0.860549439780486,0.559335018769632,0.931569336962992,0.365675061895289
41,0.479540690786473,0.588358872961191,0.858230163655963,0.566421512296024,0.644447268503345,0.349312175001728
42,0.462134329718397,0.588729609491074,0.860549439780485,0.577453458974948,0.490061913775536,0.276581690259845
43,0.443452109723866,0.589223924864298,0.865089994446804,0.590438979544932,0.639203437028317,0.379229298042138
44,0.427640572313861,0.58823529411792,0.867572599875871,0.597142419367195,0.760038972012833,0.444081735065121
45,0.407363528661259,0.591324765200467,0.87051252735766,0.615375775683751,0.872357739890798,0.52667450118926
46,0.396245329445001,0.594537815126355,0.86123542285957,0.572780203784571,1,0.623272116524442
47,0.381253987059144,0.599975284231683,0.855290236174175,0.541599632268444,0.970962729111068,0.608537581385584
48,0.367447370819286,0.606401384083389,0.848234410217883,0.512181107791312,0.918386184109318,0.555119450866534
49,0.358288526382944,0.611962432031988,0.837128017508902,0.466865854592814,0.944536226358725,0.574365237250339
50,0.351590267019052,0.618882847256849,0.82500898311175,0.421397379912664,0.877973901236715,0.536219305185379
51,0.348309486922449,0.630128521997317,0.810995328781891,0.376082126714165,0.722654377551407,0.478986325429683
52,0.34666909687415,0.646935244686314,0.795021722797506,0.328928215735846,0.671237183045837,0.443116501399205
