,BME280_Humidity,BME280_Pressure,BME280_Temp,DS18B20_Temp,Date,Intensity,Spinach_Area,Potato_Area,Valid
546,56.48,900.91,13.34,8.38,2019-11-09 07:04:01,113.0,0,0,0
547,56.47,900.8,13.33,9.0,2019-11-09 07:04:02,143.0,0,0,0
548,56.58,900.95,13.33,7.88,2019-11-09 07:55:39,143.0,0,0,0
549,55.99,900.92,13.94,9.38,2019-11-09 08:10:53,175.0,0,0,0
550,55.49,901.02,14.49,10.0,2019-11-09 08:26:06,364.0,0,0,0
551,54.35,901.12,15.82,10.88,2019-11-09 08:41:20,961.0,0,0,0
552,53.53,901.1,17.04,11.81,2019-11-09 08:56:33,1194.0,0,0,0
553,52.93,901.06,18.08,12.75,2019-11-09 09:11:47,1177.0,0,0,0
554,52.17,901.02,19.11,13.62,2019-11-09 09:27:01,1185.0,0,0,0
555,51.16,901.12,20.19,14.69,2019-11-09 09:42:14,1379.0,0,0,0
556,50.22,901.04,21.11,14.81,2019-11-09 09:57:29,1585.0,0,0,0
557,49.77,900.98,21.67,15.88,2019-11-09 10:12:42,1788.0,0,0,0
558,37.9,900.25,35.14,23.62,2019-11-09 10:47:40,6925.0,0,0,0
559,37.89,900.26,35.15,23.75,2019-11-09 10:47:41,6304.0,0,0,0
560,36.75,900.12,37.58,23.0,2019-11-09 11:25:09,6305.0,0,0,0
561,36.89,899.96,37.67,22.19,2019-11-09 11:40:23,6999.0,0,0,0
562,36.54,899.65,38.67,25.5,2019-11-09 11:55:36,6714.0,0,0,0
563,36.73,899.51,38.9,22.75,2019-11-09 12:10:50,6497.0,0,0,0
564,36.28,899.25,39.74,21.94,2019-11-09 12:25:57,7365.0,0,0,0
565,39.3,899.0,36.43,21.75,2019-11-09 12:41:11,6240.0,0,0,0
566,45.85,898.78,30.33,21.5,2019-11-09 12:56:25,2045.0,0,0,0
567,47.02,898.38,28.45,21.38,2019-11-09 13:11:39,1561.0,151694,288261,1
568,46.94,898.35,27.95,21.75,2019-11-09 13:26:52,1300.0,177024,342459,1
569,46.62,898.05,27.97,22.12,2019-11-09 13:42:00,1184.0,209283,392837,1
570,46.38,897.9,27.85,21.81,2019-11-09 13:57:07,1100.0,247012,450088,1
571,46.38,897.78,27.47,22.38,2019-11-09 14:12:21,1000.0,241257,437064,1
572,46.33,897.62,27.28,21.75,2019-11-09 14:27:34,914.0,220393,413482,1
573,46.27,897.59,27.32,21.44,2019-11-09 14:42:49,844.0,227910,425211,1
574,46.38,897.59,27.05,21.88,2019-11-09 14:58:03,780.0,213011,395356,1
575,46.39,897.56,26.7,21.44,2019-11-09 15:13:10,709.0,190657,325691,1
576,46.68,897.53,26.37,20.38,2019-11-09 15:28:24,625.0,176647,302629,1
577,47.33,897.5,25.72,19.81,2019-11-09 15:43:37,543.0,157570,251173,1
578,47.67,897.57,25.26,19.5,2019-11-09 15:58:45,462.0,141451,196935,1
579,48.16,897.54,24.59,18.88,2019-11-09 16:13:59,385.0,0,0,0
580,48.47,897.46,24.09,18.12,2019-11-09 16:29:06,306.0,0,0,0
581,49.12,897.44,23.32,16.81,2019-11-09 16:44:19,237.0,0,0,0
582,49.74,897.64,22.32,15.75,2019-11-09 16:59:33,165.0,0,0,0
583,56.7,900.13,12.69,8.12,2019-11-10 07:46:25,120.0,0,0,0
584,56.71,900.09,12.69,7.56,2019-11-10 07:46:26,150.0,0,0,0
585,56.73,900.19,12.71,8.5,2019-11-10 08:01:34,150.0,0,0,0
586,56.13,900.14,13.35,8.31,2019-11-10 08:16:41,190.0,0,0,0
587,54.97,900.05,14.54,9.38,2019-11-10 08:31:49,515.0,0,0,0
588,54.09,900.04,15.71,10.5,2019-11-10 08:46:56,1109.0,0,0,0
589,53.44,900.08,16.26,10.75,2019-11-10 09:02:03,1260.0,0,0,0
590,52.95,900.12,17.0,12.12,2019-11-10 09:17:11,1161.0,0,0,0
591,51.92,900.01,18.41,12.69,2019-11-10 09:32:18,1226.0,0,0,0
592,50.88,900.06,19.77,13.94,2019-11-10 09:47:26,1430.0,0,0,0
593,49.81,900.1,21.08,14.5,2019-11-10 10:02:39,1672.0,0,0,0
594,48.84,900.05,22.42,15.38,2019-11-10 10:17:52,1913.0,0,0,0
595,48.03,899.95,23.21,16.44,2019-11-10 10:33:06,2170.0,0,0,0
596,40.94,899.94,30.87,19.31,2019-11-10 10:48:19,4529.0,0,0,0
597,38.32,899.79,34.82,21.06,2019-11-10 11:03:33,6826.0,0,0,0
598,37.52,899.57,36.67,22.75,2019-11-10 11:18:46,6973.0,0,0,0
599,37.19,899.53,37.66,23.81,2019-11-10 11:34:00,6817.0,0,0,0
600,36.65,899.35,38.69,23.38,2019-11-10 11:49:13,6796.0,0,0,0
601,37.1,899.07,38.84,24.31,2019-11-10 12:04:27,6655.0,0,0,0
602,36.87,898.83,39.53,25.12,2019-11-10 12:19:40,6679.0,0,0,0
603,37.42,898.56,38.5,25.75,2019-11-10 12:34:54,6358.0,0,0,0
604,43.88,898.29,32.22,21.5,2019-11-10 12:50:07,5495.0,0,0,0
605,46.48,898.07,29.07,22.12,2019-11-10 13:05:21,1776.0,153402,226820,1
606,46.67,897.87,28.29,21.62,2019-11-10 13:20:34,1406.0,169643,258307,1
607,46.5,897.75,27.99,22.0,2019-11-10 13:35:48,1262.0,197059,297393,1
608,46.28,897.6,27.85,21.12,2019-11-10 13:51:01,1172.0,222511,334292,1
609,46.11,897.52,27.76,21.81,2019-11-10 14:06:15,1083.0,231277,328214,1
610,46.22,897.38,27.41,21.12,2019-11-10 14:21:28,989.0,213545,324530,1
611,46.3,897.03,27.02,21.31,2019-11-10 14:36:42,913.0,199268,286730,1
612,46.29,896.97,26.74,21.12,2019-11-10 14:51:55,838.0,186213,260040,1
613,46.36,896.88,26.7,20.44,2019-11-10 15:07:09,765.0,183147,246573,1
614,46.56,896.89,26.35,20.25,2019-11-10 15:22:22,691.0,173555,222053,1
615,46.73,896.79,26.02,19.94,2019-11-10 15:37:36,615.0,159890,189632,1
616,46.91,896.9,25.57,20.25,2019-11-10 15:52:49,534.0,151868,161019,1
617,47.29,897.0,25.11,19.31,2019-11-10 16:08:03,450.0,0,0,0
618,47.71,897.08,24.64,17.88,2019-11-10 16:23:16,364.0,0,0,0
619,48.34,897.19,23.82,18.06,2019-11-10 16:38:30,285.0,0,0,0
620,49.05,897.07,23.02,17.38,2019-11-10 16:53:43,213.0,0,0,0
621,49.56,897.18,22.27,16.69,2019-11-10 17:08:58,133.0,0,0,0
622,56.35,897.7,13.72,8.0,2019-11-11 07:40:51,126.0,0,0,0
623,56.34,897.73,13.72,8.81,2019-11-11 07:40:53,187.0,0,0,0
624,56.17,897.83,14.04,8.94,2019-11-11 07:56:06,187.0,0,0,0
625,55.6,898.15,14.5,9.19,2019-11-11 08:11:20,337.0,0,0,0
626,54.56,898.4,15.65,9.81,2019-11-11 08:26:33,404.0,0,0,0
627,54.1,898.33,16.18,10.62,2019-11-11 08:41:47,602.0,0,0,0
628,53.8,898.44,16.77,11.06,2019-11-11 08:57:00,686.0,0,0,0
629,53.49,898.51,17.42,11.44,2019-11-11 09:12:14,625.0,0,0,0
630,52.15,898.75,18.9,12.56,2019-11-11 09:27:28,790.0,0,0,0
631,51.65,898.71,19.54,13.0,2019-11-11 09:42:41,963.0,0,0,0
632,51.56,898.83,19.94,13.0,2019-11-11 09:57:55,1026.0,0,0,0
633,50.92,899.06,20.66,13.38,2019-11-11 10:13:08,932.0,0,0,0
634,50.18,898.88,21.59,14.62,2019-11-11 10:28:23,1134.0,0,0,0
635,49.68,898.95,22.51,15.81,2019-11-11 10:43:37,1515.0,0,0,0
636,47.39,898.84,24.63,17.88,2019-11-11 10:58:50,1602.0,0,0,0
637,47.73,898.73,24.74,16.12,2019-11-11 11:14:04,4445.0,0,0,0
638,48.71,898.63,24.52,16.81,2019-11-11 11:29:17,1201.0,0,0,0
639,49.1,898.5,24.15,16.12,2019-11-11 11:44:31,1142.0,0,0,0
640,49.01,898.26,24.08,16.69,2019-11-11 11:59:44,1042.0,0,0,0
641,49.08,898.15,24.04,16.69,2019-11-11 12:14:58,1022.0,0,0,0
642,48.61,898.06,24.36,17.12,2019-11-11 12:30:12,1039.0,0,0,0
643,48.93,897.92,24.05,17.12,2019-11-11 12:45:25,1194.0,0,0,0
644,48.6,897.95,24.32,17.12,2019-11-11 13:00:39,989.0,111332,74816,1
645,48.03,897.85,25.08,17.25,2019-11-11 13:15:52,1205.0,125143,95482,1
646,47.91,897.82,25.27,17.38,2019-11-11 13:31:06,1121.0,120273,80660,1
647,48.11,897.67,24.79,16.94,2019-11-11 13:46:19,1034.0,117332,78233,1
648,47.89,897.41,25.23,18.06,2019-11-11 14:01:33,1019.0,124065,83564,1
649,47.58,897.17,25.74,18.0,2019-11-11 14:16:46,1173.0,128966,90823,1
650,47.77,896.93,25.48,18.25,2019-11-11 14:32:00,1048.0,116529,70646,1
651,47.88,896.81,25.37,18.25,2019-11-11 14:47:13,1075.0,109448,65058,1
652,48.35,896.92,24.79,17.19,2019-11-11 15:02:27,960.0,114778,63106,1
653,48.93,896.82,24.2,17.56,2019-11-11 15:17:40,722.0,117644,67123,1
654,49.21,897.03,23.93,17.44,2019-11-11 15:32:54,591.0,121807,63598,1
655,49.65,897.01,23.23,16.88,2019-11-11 15:48:07,521.0,124696,63122,1
656,50.38,896.7,22.56,16.5,2019-11-11 16:03:21,385.0,0,0,0
657,50.76,896.66,22.03,16.44,2019-11-11 16:18:34,324.0,0,0,0
658,50.93,896.61,21.59,15.62,2019-11-11 16:33:48,313.0,0,0,0
659,51.27,896.78,21.18,15.19,2019-11-11 16:49:02,235.0,0,0,0
660,51.74,897.0,20.79,14.19,2019-11-11 17:04:15,121.0,0,0,0
661,56.69,899.1,13.14,8.0,2019-11-12 07:36:07,138.0,0,0,0
662,56.7,899.07,13.14,7.56,2019-11-12 07:36:08,215.0,0,0,0
663,56.68,899.27,13.49,8.5,2019-11-12 07:51:16,215.0,0,0,0
664,55.33,899.62,14.8,9.88,2019-11-12 07:47:31,515.0,0,0,0
665,55.31,899.6,14.8,9.94,2019-11-12 07:47:32,562.0,0,0,0
666,54.71,899.64,15.52,9.5,2019-11-12 08:02:40,565.0,0,0,0
667,53.87,899.88,16.62,11.5,2019-11-12 08:17:47,862.0,0,0,0
668,52.82,899.91,18.29,12.81,2019-11-12 09:19:16,1275.0,0,0,0
669,51.74,899.85,19.81,13.31,2019-11-12 09:34:29,1113.0,0,0,0
670,50.73,899.95,20.96,14.25,2019-11-12 09:49:43,1366.0,0,0,0
671,49.72,900.0,22.19,15.38,2019-11-12 10:04:57,1607.0,0,0,0
672,48.32,899.97,23.8,16.38,2019-11-12 10:20:10,1592.0,0,0,0
673,46.33,899.91,25.55,17.56,2019-11-12 10:35:24,2237.0,0,0,0
674,43.74,899.57,29.13,19.81,2019-11-12 10:50:37,5952.0,0,0,0
675,41.52,899.55,31.83,20.94,2019-11-12 11:05:51,3111.0,0,0,0
676,39.37,899.46,34.62,23.5,2019-11-12 11:21:04,6164.0,0,0,0
677,37.52,899.16,37.32,24.19,2019-11-12 11:36:18,7027.0,0,0,0
678,37.71,899.0,37.38,24.44,2019-11-12 11:51:31,6703.0,0,0,0
679,39.56,898.8,35.75,24.19,2019-11-12 12:06:45,6804.0,0,0,0
680,39.67,898.61,35.86,23.0,2019-11-12 12:21:58,4423.0,0,0,0
681,40.4,898.36,35.32,23.0,2019-11-12 12:37:12,3719.0,0,0,0
682,44.63,897.95,31.55,22.12,2019-11-12 12:52:25,2046.0,0,0,0
683,46.1,897.84,29.76,21.25,2019-11-12 13:07:39,1663.0,139552,92100,1
684,45.97,897.65,29.59,22.12,2019-11-12 13:22:53,1828.0,128362,85999,1
685,45.39,897.51,29.74,21.62,2019-11-12 13:38:07,1660.0,134511,81362,1
686,45.54,897.46,29.56,21.56,2019-11-12 13:53:20,1498.0,130682,79907,1
687,45.87,897.29,29.01,22.06,2019-11-12 14:08:34,1314.0,149390,113107,1
688,45.86,897.28,28.78,21.56,2019-11-12 14:23:48,1010.0,127542,65164,1
689,46.47,897.28,27.98,21.06,2019-11-12 14:39:02,1226.0,123893,65806,1
690,47.13,897.22,27.06,20.56,2019-11-12 14:54:15,1107.0,110801,47242,1
691,47.32,897.21,26.7,19.94,2019-11-12 15:09:29,957.0,121864,54117,1
692,47.41,897.15,26.53,19.19,2019-11-12 15:24:42,986.0,0,0,0
693,48.02,897.32,25.96,19.56,2019-11-12 15:39:56,747.0,0,0,0
694,48.32,897.33,25.64,19.19,2019-11-12 15:55:09,648.0,144774,71381,1
695,48.79,897.33,24.94,17.81,2019-11-12 16:10:23,459.0,0,0,0
696,49.28,897.43,24.34,17.62,2019-11-12 16:25:36,430.0,0,0,0
697,49.71,897.34,23.75,17.25,2019-11-12 16:40:50,260.0,0,0,0
698,50.21,897.37,22.84,16.81,2019-11-12 16:56:03,179.0,0,0,0
699,50.93,897.49,22.01,15.31,2019-11-12 17:11:17,109.0,0,0,0
700,55.15,901.57,14.96,9.12,2019-11-13 07:45:40,160.0,0,0,0
701,55.14,901.57,14.96,9.81,2019-11-13 07:45:41,265.0,0,0,0
702,54.96,901.75,15.1,9.31,2019-11-13 08:00:55,265.0,0,0,0
703,54.52,902.09,15.69,10.38,2019-11-13 08:16:08,288.0,0,0,0
704,54.14,902.26,16.29,10.44,2019-11-13 08:31:22,393.0,0,0,0
705,54.08,902.25,16.6,10.88,2019-11-13 08:46:35,322.0,0,0,0
706,53.07,902.47,17.76,11.94,2019-11-13 09:01:49,405.0,0,0,0
707,49.62,902.86,22.56,14.62,2019-11-13 08:47:39,1193.0,0,0,0
708,49.59,902.88,22.55,14.81,2019-11-13 08:47:40,1295.0,0,0,0
709,48.87,902.6,23.82,15.62,2019-11-13 10:48:26,1296.0,0,0,0
710,47.8,902.45,25.33,17.5,2019-11-13 11:03:39,1388.0,0,0,0
711,47.95,902.07,25.44,16.88,2019-11-13 11:18:54,2101.0,0,0,0
712,45.4,901.56,28.09,17.88,2019-11-13 11:47:39,2204.0,0,0,0
713,45.41,901.52,27.85,18.5,2019-11-13 11:47:40,1901.0,0,0,0
714,45.76,901.52,27.76,18.56,2019-11-13 12:19:50,1900.0,0,0,0
715,43.25,901.35,30.68,20.62,2019-11-13 12:35:03,1597.0,0,0,0
716,46.76,901.08,27.83,19.5,2019-11-13 12:50:18,2398.0,0,0,0
717,47.15,900.8,27.19,19.38,2019-11-13 13:05:32,1437.0,123329,84982,1
718,47.37,900.66,26.78,19.62,2019-11-13 13:20:45,1442.0,105842,57297,1
719,46.9,900.51,27.36,20.19,2019-11-13 13:35:59,1329.0,117731,61830,1
720,46.98,900.44,27.2,19.75,2019-11-13 13:51:12,1264.0,121274,66255,1
721,46.68,900.18,27.36,19.75,2019-11-13 14:06:26,1063.0,119896,53123,1
722,47.06,900.29,26.94,19.88,2019-11-13 14:21:39,1303.0,112858,41279,1
723,46.96,900.09,27.12,19.56,2019-11-13 14:36:53,936.0,94764,37887,1
724,47.7,899.95,26.37,18.88,2019-11-13 14:52:06,1122.0,139739,59825,1
725,48.43,899.99,25.55,18.44,2019-11-13 15:07:20,857.0,0,0,0
726,48.78,899.91,25.12,18.31,2019-11-13 15:22:33,608.0,0,0,0
727,48.95,899.87,24.9,18.31,2019-11-13 15:37:47,669.0,0,0,0
728,49.29,899.9,24.76,18.25,2019-11-13 15:53:01,691.0,0,0,0
729,49.54,899.91,24.44,17.44,2019-11-13 16:08:14,512.0,0,0,0
730,50.21,899.86,23.62,16.5,2019-11-13 16:23:29,411.0,0,0,0
731,50.55,899.89,23.17,16.56,2019-11-13 16:38:42,299.0,0,0,0
732,51.05,899.83,22.36,15.62,2019-11-13 16:53:56,229.0,0,0,0
733,51.77,899.89,21.45,15.31,2019-11-13 17:09:09,114.0,0,0,0
734,55.08,903.14,16.1,10.75,2019-11-14 07:41:00,120.0,0,0,0
735,55.06,903.18,16.11,11.0,2019-11-14 07:41:02,190.0,0,0,0
736,54.49,903.35,16.97,11.25,2019-11-14 07:56:15,190.0,0,0,0
737,54.25,903.31,17.24,11.31,2019-11-14 08:11:29,271.0,0,0,0
738,53.72,903.39,17.63,11.5,2019-11-14 08:26:42,380.0,0,0,0
739,53.15,903.69,18.57,12.94,2019-11-14 08:41:56,445.0,0,0,0
740,52.86,903.8,19.26,12.94,2019-11-14 08:57:09,529.0,0,0,0
741,53.1,903.9,19.34,12.88,2019-11-14 09:12:23,385.0,0,0,0
742,53.59,904.32,18.79,12.88,2019-11-14 09:27:36,382.0,0,0,0
743,53.97,904.65,18.39,12.81,2019-11-14 09:42:50,276.0,0,0,0
744,54.09,904.61,17.96,12.88,2019-11-14 09:58:03,250.0,0,0,0
745,53.42,904.52,18.58,14.0,2019-11-14 10:13:17,326.0,0,0,0
746,52.7,904.39,19.59,14.69,2019-11-14 10:28:30,675.0,0,0,0
747,52.26,904.42,20.1,14.56,2019-11-14 10:43:44,549.0,0,0,0
748,52.02,904.35,20.33,15.0,2019-11-14 10:58:57,565.0,0,0,0
749,51.93,903.97,20.43,15.0,2019-11-14 11:14:11,684.0,0,0,0
750,51.24,903.72,21.24,15.12,2019-11-14 11:29:24,742.0,0,0,0
751,50.93,903.64,21.72,16.19,2019-11-14 11:44:38,853.0,0,0,0
752,51.0,903.25,21.85,15.31,2019-11-14 11:59:51,685.0,0,0,0
753,50.97,902.69,22.06,15.56,2019-11-14 12:15:05,530.0,0,0,0
754,51.52,901.74,21.44,15.38,2019-11-14 12:30:18,525.0,0,0,0
755,51.71,901.29,21.06,15.62,2019-11-14 12:45:32,365.0,0,0,0
756,50.37,901.3,22.38,17.06,2019-11-14 13:00:45,598.0,132899,59940,1
757,49.17,900.94,23.54,17.44,2019-11-14 13:15:59,1018.0,123034,52602,1
758,48.67,900.49,24.03,17.5,2019-11-14 13:31:12,1115.0,117110,41429,1
759,48.75,900.51,23.96,18.06,2019-11-14 13:46:26,1038.0,114874,51440,1
760,47.32,900.26,25.37,19.0,2019-11-14 14:01:39,1221.0,159333,76040,1
761,47.41,900.07,25.45,19.25,2019-11-14 14:16:53,1570.0,125236,52499,1
762,47.68,900.11,25.22,18.25,2019-11-14 14:32:07,1309.0,110895,42953,1
763,47.9,900.2,25.13,19.0,2019-11-14 14:47:20,1045.0,111688,40571,1
764,48.21,900.29,24.9,18.75,2019-11-14 15:02:34,816.0,115447,38061,1
765,48.76,900.32,24.37,17.81,2019-11-14 15:17:47,731.0,97720,25625,1
766,50.43,900.41,22.78,16.94,2019-11-14 15:47:38,362.0,0,0,0
767,50.43,900.4,22.77,16.88,2019-11-14 15:47:40,360.0,110447,24907,1
768,50.55,900.48,22.61,15.75,2019-11-14 16:07:43,360.0,0,0,0
769,50.73,900.75,22.33,15.88,2019-11-14 16:22:56,239.0,0,0,0
770,51.26,900.9,21.92,14.81,2019-11-14 16:38:10,240.0,0,0,0
771,51.93,900.97,21.24,15.06,2019-11-14 16:53:23,110.0,0,0,0
772,52.8,901.53,18.89,13.75,2019-11-15 06:02:38,129.0,0,0,0
773,52.81,901.52,18.91,13.88,2019-11-15 06:02:40,165.0,0,0,0
774,52.9,901.42,18.76,13.94,2019-11-15 06:17:47,165.0,0,0,0
775,52.95,901.56,18.83,13.69,2019-11-15 06:32:54,243.0,0,0,0
776,52.79,901.48,18.92,14.0,2019-11-15 06:48:02,242.0,0,0,0
777,52.73,901.66,19.07,14.12,2019-11-15 07:03:09,283.0,0,0,0
778,52.45,901.97,19.22,14.88,2019-11-15 07:18:16,451.0,0,0,0
779,51.72,901.99,20.16,16.0,2019-11-15 07:33:24,479.0,0,0,0
780,51.17,902.2,20.74,15.0,2019-11-15 09:33:42,561.0,0,0,0
781,50.9,902.37,21.17,16.56,2019-11-15 09:48:56,719.0,0,0,0
782,50.8,901.93,21.52,16.19,2019-11-15 10:04:03,672.0,0,0,0
783,50.81,902.24,21.58,16.0,2019-11-15 10:19:17,583.0,0,0,0
784,50.87,902.31,21.64,16.0,2019-11-15 10:34:31,590.0,0,0,0
785,50.48,902.48,22.15,16.44,2019-11-15 10:49:45,571.0,0,0,0
786,50.58,902.57,22.25,16.88,2019-11-15 11:04:58,584.0,0,0,0
787,46.87,902.23,25.2,19.12,2019-11-15 11:20:13,753.0,0,0,0
788,47.8,902.05,25.32,18.44,2019-11-15 11:35:26,1854.0,0,0,0
789,48.88,902.04,24.56,17.5,2019-11-15 11:50:40,746.0,0,0,0
790,47.58,901.78,25.75,19.38,2019-11-15 12:05:55,1032.0,0,0,0
791,42.91,901.4,30.24,21.5,2019-11-15 12:21:08,1755.0,0,0,0
792,41.23,900.84,32.38,22.81,2019-11-15 12:36:22,3065.0,0,0,0
793,43.85,900.44,30.53,23.38,2019-11-15 12:51:36,3072.0,0,0,0
794,44.17,899.77,29.83,23.38,2019-11-15 12:47:39,1902.0,0,0,0
795,44.16,899.78,29.83,23.56,2019-11-15 12:47:40,1472.0,0,0,0
796,45.28,899.97,28.63,21.25,2019-11-15 14:05:33,1471.0,59282,34626,1
797,47.14,899.95,25.9,20.06,2019-11-15 14:47:39,929.0,0,0,0
798,47.14,899.84,25.9,20.19,2019-11-15 14:47:40,892.0,41519,21211,1
799,47.09,899.91,26.0,20.19,2019-11-15 15:07:51,893.0,44705,20089,1
800,47.0,899.74,26.42,19.69,2019-11-15 15:23:06,795.0,55626,21943,1
801,47.47,899.74,25.98,18.94,2019-11-15 15:38:19,657.0,72519,24537,1
802,47.82,899.72,25.77,19.38,2019-11-15 15:53:33,555.0,89727,29879,1
803,48.52,899.65,25.04,18.44,2019-11-15 16:08:46,426.0,0,0,0
804,48.93,899.75,24.58,18.0,2019-11-15 16:24:00,353.0,0,0,0
805,49.26,899.79,24.16,16.94,2019-11-15 16:39:13,230.0,0,0,0
806,49.77,899.86,23.62,17.19,2019-11-15 16:54:27,220.0,0,0,0
807,55.25,901.37,16.86,11.62,2019-11-16 07:41:20,112.0,0,0,0
808,54.98,902.01,17.43,11.88,2019-11-16 08:26:36,119.0,0,0,0
809,54.97,901.98,17.43,12.62,2019-11-16 08:26:38,175.0,0,0,0
810,55.32,901.89,17.21,12.75,2019-11-16 08:41:51,175.0,0,0,0
811,55.2,902.28,17.4,13.06,2019-11-16 08:57:05,225.0,0,0,0
812,53.88,902.33,18.86,13.94,2019-11-16 09:12:18,335.0,0,0,0
813,52.66,902.56,20.16,13.94,2019-11-16 09:27:32,630.0,0,0,0
814,51.84,902.78,21.45,15.38,2019-11-16 09:42:45,779.0,0,0,0
815,49.54,902.79,23.28,15.94,2019-11-16 09:58:00,973.0,0,0,0
816,48.41,902.64,24.49,17.5,2019-11-16 10:13:13,2345.0,0,0,0
817,46.78,902.51,26.23,18.75,2019-11-16 10:28:27,2402.0,0,0,0
818,42.22,902.36,31.4,22.75,2019-11-16 10:43:40,2800.0,0,0,0
819,38.84,902.19,35.76,24.0,2019-11-16 10:58:54,6128.0,0,0,0
820,37.98,901.94,37.54,23.69,2019-11-16 11:14:07,6231.0,0,0,0
821,37.87,901.92,37.89,23.31,2019-11-16 11:29:21,5340.0,0,0,0
822,37.87,901.62,37.69,24.06,2019-11-16 11:44:34,6647.0,0,0,0
823,38.74,901.34,36.59,23.31,2019-11-16 11:59:48,6664.0,0,0,0
824,37.89,901.12,37.5,25.12,2019-11-16 12:15:01,4873.0,0,0,0
825,37.41,900.8,38.14,24.81,2019-11-16 12:30:15,6575.0,0,0,0
826,40.65,900.46,34.92,23.0,2019-11-16 12:45:29,6120.0,0,0,0
827,44.44,900.41,30.96,22.56,2019-11-16 13:00:43,2436.0,0,0,0
828,44.95,900.22,30.02,22.69,2019-11-16 13:15:56,1898.0,0,0,0
829,44.66,900.17,29.67,22.12,2019-11-16 13:31:10,1970.0,0,0,0
830,44.86,900.32,29.15,21.31,2019-11-16 13:46:23,1615.0,0,0,0
831,45.38,900.56,28.55,21.75,2019-11-16 14:01:37,1422.0,0,0,0
832,45.87,900.52,26.86,20.69,2019-11-16 13:47:39,1235.0,0,0,0
833,45.87,900.51,26.85,20.06,2019-11-16 13:47:40,1048.0,0,0,0
834,46.74,900.61,25.98,20.06,2019-11-16 14:55:39,1045.0,0,0,0
835,46.94,900.13,25.37,19.75,2019-11-16 15:10:52,760.0,0,0,0
836,47.0,900.51,25.57,19.44,2019-11-16 15:26:07,862.0,0,0,0
837,46.72,900.48,25.7,19.75,2019-11-16 15:41:20,604.0,0,0,0
838,47.03,900.83,25.05,19.56,2019-11-16 15:56:34,669.0,0,0,0
839,47.75,901.11,24.46,18.75,2019-11-16 16:11:47,426.0,0,0,0
840,47.95,901.27,23.96,18.62,2019-11-16 16:27:03,188.0,0,0,0
841,48.4,901.62,23.57,17.75,2019-11-16 16:42:16,250.0,0,0,0
842,48.64,902.01,23.02,17.75,2019-11-16 16:57:30,114.0,0,0,0
843,54.29,901.7,13.12,8.5,2019-11-17 06:48:04,113.0,0,0,0
844,54.32,901.65,13.12,8.69,2019-11-17 06:48:06,145.0,0,0,0
845,54.08,901.73,13.53,8.94,2019-11-17 07:03:13,145.0,0,0,0
846,53.99,901.71,13.81,8.62,2019-11-17 07:18:21,177.0,0,0,0
847,52.96,901.67,14.94,9.94,2019-11-17 07:33:28,269.0,0,0,0
848,51.82,901.72,16.01,10.06,2019-11-17 07:48:36,785.0,0,0,0
849,51.29,901.57,16.9,11.81,2019-11-17 08:03:43,1213.0,0,0,0
850,50.73,901.54,17.91,13.12,2019-11-17 08:18:50,1125.0,0,0,0
851,49.99,901.48,18.83,13.81,2019-11-17 09:30:10,1051.0,0,0,0
852,48.61,901.44,20.41,14.56,2019-11-17 09:45:23,1188.0,0,0,0
853,47.31,901.44,21.89,16.25,2019-11-17 10:00:37,1474.0,0,0,0
854,46.08,901.42,23.16,16.94,2019-11-17 10:15:50,1894.0,0,0,0
855,45.01,901.39,24.41,18.0,2019-11-17 10:31:04,2340.0,0,0,0
856,34.22,900.96,40.0,24.94,2019-11-17 10:47:39,7530.0,0,0,0
857,34.22,900.98,40.01,25.06,2019-11-17 10:47:40,7497.0,0,0,0
858,34.19,900.79,40.55,24.62,2019-11-17 11:59:35,7502.0,0,0,0
859,34.27,900.49,40.8,24.56,2019-11-17 12:14:48,7115.0,0,0,0
860,34.53,900.17,40.38,27.0,2019-11-17 12:30:02,6820.0,0,0,0
861,38.42,899.75,36.29,20.69,2019-11-17 12:45:15,6226.0,0,0,0
862,43.71,899.53,31.1,22.56,2019-11-17 13:00:29,2262.0,134296,95381,1
863,44.59,898.92,27.81,22.0,2019-11-17 12:47:40,1319.0,0,0,0
864,44.61,898.99,27.81,22.06,2019-11-17 12:47:41,1202.0,0,0,0
865,44.34,898.88,27.9,22.19,2019-11-17 14:00:18,1202.0,381147,313221,1
866,44.16,898.81,27.92,22.5,2019-11-17 14:15:33,1069.0,394154,313177,1
867,44.08,898.55,27.72,22.06,2019-11-17 14:30:46,954.0,383242,254366,1
868,44.13,898.41,27.56,21.69,2019-11-17 14:46:00,868.0,347493,200916,1
869,44.27,898.3,27.16,21.12,2019-11-17 15:01:13,793.0,326642,138677,1
870,44.73,898.19,26.5,20.88,2019-11-17 15:16:27,716.0,320117,124761,1
871,44.94,898.1,26.14,20.44,2019-11-17 15:31:40,640.0,271616,74120,1
872,45.13,897.88,25.88,20.12,2019-11-17 15:46:54,547.0,216141,46395,1
873,45.42,897.68,25.41,19.19,2019-11-17 16:02:07,459.0,0,0,0
874,45.95,897.75,24.77,18.88,2019-11-17 16:17:21,377.0,0,0,0
875,46.47,897.71,23.97,18.06,2019-11-17 16:32:34,300.0,0,0,0
876,47.05,897.61,23.16,17.38,2019-11-17 16:47:48,222.0,0,0,0
877,47.81,897.59,21.89,15.94,2019-11-17 17:03:02,130.0,0,0,0
