,BME280_Humidity,BME280_Pressure,BME280_Temp,DS18B20_Temp,Date,Intensity,Spinach_Area,Potato_Area,Valid
878,54.73,899.65,11.64,7.25,2019-11-18 07:49:53,117.0,0,0,0
879,54.74,899.58,11.63,6.75,2019-11-18 07:49:55,146.0,0,0,0
880,54.53,899.74,12.01,7.06,2019-11-18 08:05:09,146.0,0,0,0
881,54.11,899.85,12.5,6.88,2019-11-18 08:20:23,181.0,0,0,0
882,53.15,899.86,13.67,7.81,2019-11-18 08:35:36,447.0,0,0,0
883,51.95,899.87,14.86,8.94,2019-11-18 08:50:50,950.0,0,0,0
884,51.39,899.76,15.84,10.19,2019-11-18 09:06:03,1241.0,0,0,0
885,50.99,899.83,16.59,11.0,2019-11-18 09:21:17,1045.0,0,0,0
886,50.09,899.8,17.65,11.31,2019-11-18 09:36:30,1020.0,0,0,0
887,48.63,899.8,19.23,13.06,2019-11-18 09:51:44,1229.0,0,0,0
888,45.24,899.48,22.82,15.44,2019-11-18 09:47:40,2351.0,0,0,0
889,45.26,899.48,22.83,15.5,2019-11-18 09:47:41,2556.0,0,0,0
890,38.81,899.57,30.26,19.5,2019-11-18 10:47:03,2557.0,0,0,0
891,35.59,899.4,35.09,20.31,2019-11-18 11:02:17,6565.0,0,0,0
892,34.71,899.23,37.09,21.19,2019-11-18 11:17:30,7037.0,0,0,0
893,34.63,898.99,37.78,22.38,2019-11-18 11:32:44,6997.0,0,0,0
894,34.29,898.56,38.69,21.38,2019-11-18 11:47:57,7564.0,0,0,0
895,34.03,898.38,39.53,24.31,2019-11-18 12:03:11,7511.0,0,0,0
896,34.0,898.2,39.82,23.62,2019-11-18 12:18:24,6988.0,0,0,0
897,34.44,897.99,39.68,23.19,2019-11-18 12:33:38,6875.0,0,0,0
898,39.98,897.74,33.95,21.44,2019-11-18 12:48:51,5828.0,0,0,0
899,44.61,897.48,28.94,20.12,2019-11-18 13:04:06,2157.0,127823,136082,1
900,45.39,897.18,27.5,21.12,2019-11-18 13:19:20,1605.0,206540,213617,1
901,45.01,897.04,27.28,20.5,2019-11-18 13:34:33,1415.0,270574,288601,1
902,44.82,896.8,27.15,21.12,2019-11-18 13:49:46,1291.0,357841,367842,1
903,44.62,896.67,27.21,21.06,2019-11-18 14:05:00,1170.0,383643,357108,1
904,44.59,896.54,26.87,20.69,2019-11-18 14:20:14,1036.0,361624,320593,1
905,44.77,896.27,26.53,20.0,2019-11-18 14:35:27,944.0,334401,240790,1
906,44.67,896.31,26.39,20.56,2019-11-18 14:50:42,864.0,314647,204584,1
907,44.76,896.12,26.03,20.62,2019-11-18 15:05:55,787.0,313300,173527,1
908,44.86,895.98,25.92,20.0,2019-11-18 15:21:09,705.0,285894,143850,1
909,45.07,895.93,25.58,19.69,2019-11-18 15:36:23,622.0,202561,63613,1
910,45.35,895.92,25.06,18.56,2019-11-18 15:51:37,527.0,118244,23823,1
911,46.01,896.03,24.28,18.88,2019-11-18 16:06:51,452.0,0,0,0
912,46.18,896.15,23.92,18.19,2019-11-18 16:22:05,371.0,0,0,0
913,46.71,896.22,23.21,16.75,2019-11-18 16:37:20,283.0,0,0,0
914,47.31,896.4,22.36,15.56,2019-11-18 16:52:33,213.0,0,0,0
915,47.97,896.53,21.37,16.94,2019-11-18 17:07:47,122.0,0,0,0
916,54.52,899.97,11.59,6.5,2019-11-19 07:54:40,130.0,0,0,0
917,54.53,900.0,11.59,6.75,2019-11-19 07:54:42,163.0,0,0,0
918,53.77,900.16,12.74,7.5,2019-11-19 07:47:31,229.0,0,0,0
919,53.77,900.14,12.75,7.12,2019-11-19 07:47:33,627.0,0,0,0
920,52.57,900.18,14.06,8.62,2019-11-19 08:44:24,628.0,0,0,0
921,51.75,900.18,15.31,9.5,2019-11-19 08:59:38,1138.0,0,0,0
922,51.05,900.22,16.27,10.38,2019-11-19 09:14:51,1080.0,0,0,0
923,50.48,900.23,17.07,10.88,2019-11-19 09:30:05,1022.0,0,0,0
924,49.57,900.17,18.26,11.56,2019-11-19 09:45:18,1079.0,0,0,0
925,48.38,899.89,19.62,13.25,2019-11-19 10:00:32,1390.0,0,0,0
926,47.07,899.75,20.68,13.81,2019-11-19 10:15:45,1789.0,0,0,0
927,45.73,899.43,22.19,15.06,2019-11-19 10:30:59,2341.0,0,0,0
928,40.93,899.11,27.82,17.19,2019-11-19 10:46:13,2638.0,0,0,0
929,37.09,898.95,32.62,20.19,2019-11-19 11:01:27,5529.0,0,0,0
930,37.1,898.76,33.89,20.25,2019-11-19 11:16:40,6363.0,0,0,0
931,36.81,898.62,35.14,18.44,2019-11-19 11:31:54,5795.0,0,0,0
932,38.03,898.6,34.08,21.19,2019-11-19 11:47:07,3808.0,0,0,0
933,37.92,898.2,34.53,22.12,2019-11-19 12:02:21,6793.0,0,0,0
934,36.17,898.03,36.73,23.38,2019-11-19 12:17:34,4915.0,0,0,0
935,37.39,897.91,35.66,22.69,2019-11-19 12:32:48,5123.0,0,0,0
936,41.25,897.55,31.92,19.88,2019-11-19 12:48:01,4865.0,0,0,0
937,43.75,897.35,29.4,20.5,2019-11-19 13:03:15,1932.0,11216,6407,1
938,43.77,897.29,28.82,20.81,2019-11-19 13:18:29,1862.0,46269,32511,1
939,44.59,897.3,27.69,20.69,2019-11-19 13:33:42,1458.0,81559,84200,1
940,44.39,897.07,27.32,20.88,2019-11-19 13:48:56,901.0,82287,35166,1
941,43.56,896.93,27.46,21.19,2019-11-19 14:04:09,1294.0,75142,46998,1
942,44.29,896.78,26.27,20.31,2019-11-19 14:19:24,1249.0,71434,27447,1
943,44.45,896.63,25.76,20.56,2019-11-19 14:34:37,1060.0,98925,49284,1
944,45.09,896.49,25.07,18.94,2019-11-19 14:49:52,820.0,53118,13947,1
945,45.06,896.53,25.14,19.62,2019-11-19 15:05:07,881.0,43789,10229,1
946,45.26,896.55,24.78,18.69,2019-11-19 15:20:21,686.0,111879,45645,1
947,46.34,896.55,23.58,17.5,2019-11-19 15:35:35,693.0,3575,3416,1
948,46.75,896.66,22.93,16.44,2019-11-19 15:50:50,388.0,4712,3477,1
949,47.17,896.76,22.24,16.56,2019-11-19 16:06:04,297.0,0,0,0
950,47.0,896.72,22.11,16.25,2019-11-19 16:21:18,353.0,0,0,0
951,47.22,896.72,21.84,15.56,2019-11-19 16:36:31,382.0,0,0,0
952,47.39,896.61,21.57,15.62,2019-11-19 16:51:45,265.0,0,0,0
953,48.04,896.59,20.73,16.0,2019-11-19 17:06:58,160.0,0,0,0
954,53.89,899.45,12.45,7.12,2019-11-20 07:38:49,125.0,0,0,0
955,53.89,899.52,12.46,7.19,2019-11-20 07:38:50,215.0,0,0,0
956,53.75,899.59,12.86,6.81,2019-11-20 07:54:03,216.0,0,0,0
957,53.46,899.67,13.23,7.25,2019-11-20 08:09:18,310.0,0,0,0
958,53.0,899.82,14.0,7.88,2019-11-20 08:24:32,368.0,0,0,0
959,51.92,899.96,15.17,9.06,2019-11-20 08:39:45,526.0,0,0,0
960,51.22,900.12,16.26,10.06,2019-11-20 08:54:59,955.0,0,0,0
961,50.58,900.0,17.01,10.81,2019-11-20 09:10:12,987.0,0,0,0
962,50.33,899.86,17.55,11.5,2019-11-20 09:25:26,1003.0,0,0,0
963,49.52,899.94,18.7,11.94,2019-11-20 09:40:39,978.0,0,0,0
964,48.44,900.19,19.72,12.56,2019-11-20 09:55:53,1257.0,0,0,0
965,46.95,900.4,21.29,14.19,2019-11-20 10:11:06,1488.0,0,0,0
966,46.5,900.43,22.56,15.31,2019-11-20 10:26:20,2217.0,0,0,0
967,44.95,900.15,24.4,17.06,2019-11-20 10:41:33,1755.0,0,0,0
968,43.36,899.99,26.57,16.69,2019-11-20 10:56:47,2875.0,0,0,0
969,43.53,899.74,26.52,17.19,2019-11-20 11:12:01,2685.0,0,0,0
970,43.09,899.67,27.2,17.88,2019-11-20 11:27:15,2992.0,0,0,0
971,42.96,899.35,27.31,17.81,2019-11-20 11:42:28,2544.0,0,0,0
972,42.03,899.23,28.26,18.38,2019-11-20 11:57:42,2857.0,0,0,0
973,41.76,899.02,28.78,18.56,2019-11-20 12:12:55,2940.0,0,0,0
974,43.1,898.84,27.57,18.25,2019-11-20 12:28:09,3041.0,0,0,0
975,43.52,898.74,27.11,18.12,2019-11-20 12:43:22,2081.0,0,0,0
976,44.26,898.45,26.04,18.0,2019-11-20 12:58:36,1664.0,0,0,0
977,43.79,898.09,26.86,19.44,2019-11-20 13:13:49,1555.0,358958,217344,1
978,43.42,897.88,27.45,19.25,2019-11-20 13:29:03,1863.0,361025,242690,1
979,43.48,897.66,27.13,18.56,2019-11-20 13:44:17,1751.0,334509,196345,1
980,43.62,897.51,26.99,18.94,2019-11-20 13:59:30,1580.0,0,0,0
981,44.0,897.33,27.22,19.19,2019-11-20 14:14:44,1515.0,0,0,0
982,44.04,897.33,27.35,18.75,2019-11-20 14:29:59,1183.0,0,0,0
